"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2006","2006",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2007","2007",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2008","2008",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2009","2009",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2010","2010",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2011","2011",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2012","2012",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2013","2013",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2014","2014",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2015","2015",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2016","2016",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2017","2017",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","FED","Federal or Central government","2018","2018",0,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","1996","1996",764.383,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","1997","1997",1195.7,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","1998","1998",1544.222,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","1999","1999",1826.315,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2000","2000",2137.706,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2001","2001",2375.099,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2002","2002",2683.089,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2003","2003",3657.055,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2004","2004",6745.894,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2005","2005",7488.381,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2006","2006",7128.052,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2007","2007",10378.173,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2008","2008",14527.877,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2009","2009",16085.878,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2010","2010",17643.88,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2011","2011",22268.776,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2012","2012",26802.396,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2013","2013",33196.973,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2014","2014",34700.811,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2015","2015",37298.536,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2016","2016",46690.696,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2017","2017",46803.436,,
"2200","2200 Employers SSC","SOCSEC","Social Security Funds","2018","2018",52082.06,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","1996","1996",314.112,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","1997","1997",397.536,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","1998","1998",483.092,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","1999","1999",626.02,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2000","2000",636.41,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2001","2001",623.982,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2002","2002",705.638,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2003","2003",1047.514,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2004","2004",744.386,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2005","2005",816.001,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2006","2006",933.08,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2007","2007",1005.098,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2008","2008",1083.749,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2009","2009",1116.261,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2010","2010",2612.15,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2011","2011",2208.244,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2012","2012",3205.367,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2013","2013",1825.327,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2014","2014",1442.409,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2015","2015",7960.943,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2016","2016",8058.104,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2017","2017",6897.467,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2018","2018",7334.974,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1996","1996",1224.689,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1997","1997",1914.867,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1998","1998",2473.379,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","1999","1999",2924.519,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2000","2000",3423.323,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2001","2001",3803.204,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2002","2002",4297.3,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2003","2003",5853.336,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2004","2004",10799.183,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2005","2005",11987.538,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2006","2006",11410.921,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2007","2007",16611.434,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2008","2008",23248.169,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2009","2009",25741.353,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2010","2010",28234.538,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2011","2011",35635.508,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2012","2012",42890.413,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2013","2013",53123.306,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2014","2014",55529.815,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2015","2015",59686.813,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2016","2016",74716.575,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2017","2017",74896.986,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","SOCSEC","Social Security Funds","2018","2018",83344.08,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","1996","1996",8141.512,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","1997","1997",14205.043,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","1998","1998",18058.337,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","1999","1999",16820.015,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2000","2000",17942.991,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2001","2001",23900.694,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2002","2002",29511.169,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2003","2003",34531.393,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2004","2004",37436.901,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2005","2005",49910.831,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2006","2006",64014.608,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2007","2007",86031.941,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2008","2008",123024.109,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2009","2009",135218.241,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2010","2010",159567.186,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2011","2011",195394.862,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2012","2012",246467.239,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2013","2013",308106.957,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2014","2014",322826.828,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2015","2015",379675.892,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2016","2016",430430.823,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2017","2017",488183.794,,
"1000","1000 Taxes on income, profits and capital gains","NES","Total","2018","2018",565235.36,,
"5123","5123 Customs and import duties","NES","Total","1996","1996",12746.14,,
"5123","5123 Customs and import duties","NES","Total","1997","1997",16299.268,,
"5123","5123 Customs and import duties","NES","Total","1998","1998",16870.747,,
"5123","5123 Customs and import duties","NES","Total","1999","1999",14016.14,,
"5123","5123 Customs and import duties","NES","Total","2000","2000",14150.782,,
"5123","5123 Customs and import duties","NES","Total","2001","2001",16601.915,,
"5123","5123 Customs and import duties","NES","Total","2002","2002",19882.753,,
"5123","5123 Customs and import duties","NES","Total","2003","2003",25180.812,,
"5123","5123 Customs and import duties","NES","Total","2004","2004",30201.795,,
"5123","5123 Customs and import duties","NES","Total","2005","2005",31487.733,,
"5123","5123 Customs and import duties","NES","Total","2006","2006",36123.64,,
"5123","5123 Customs and import duties","NES","Total","2007","2007",34944.043,,
"5123","5123 Customs and import duties","NES","Total","2008","2008",49568.153,,
"5123","5123 Customs and import duties","NES","Total","2009","2009",47619.502,,
"5123","5123 Customs and import duties","NES","Total","2010","2010",43312.778,,
"5123","5123 Customs and import duties","NES","Total","2011","2011",50043.805,,
"5123","5123 Customs and import duties","NES","Total","2012","2012",67770.424,,
"5123","5123 Customs and import duties","NES","Total","2013","2013",72279.836,,
"5123","5123 Customs and import duties","NES","Total","2014","2014",85240.556,,
"5123","5123 Customs and import duties","NES","Total","2015","2015",105472.196,,
"5123","5123 Customs and import duties","NES","Total","2016","2016",128619.582,,
"5123","5123 Customs and import duties","NES","Total","2017","2017",141837.765,,
"5123","5123 Customs and import duties","NES","Total","2018","2018",152155.348,,
"5000","5000 Taxes on goods and services","NES","Total","1996","1996",31119.666,,
"5000","5000 Taxes on goods and services","NES","Total","1997","1997",40080.912,,
"5000","5000 Taxes on goods and services","NES","Total","1998","1998",44614.677,,
"5000","5000 Taxes on goods and services","NES","Total","1999","1999",45493.449,,
"5000","5000 Taxes on goods and services","NES","Total","2000","2000",47413.181,,
"5000","5000 Taxes on goods and services","NES","Total","2001","2001",55625.637,,
"5000","5000 Taxes on goods and services","NES","Total","2002","2002",65024.054,,
"5000","5000 Taxes on goods and services","NES","Total","2003","2003",80776.487,,
"5000","5000 Taxes on goods and services","NES","Total","2004","2004",97236.701,,
"5000","5000 Taxes on goods and services","NES","Total","2005","2005",112664.143,,
"5000","5000 Taxes on goods and services","NES","Total","2006","2006",130940.367,,
"5000","5000 Taxes on goods and services","NES","Total","2007","2007",153163.53,,
"5000","5000 Taxes on goods and services","NES","Total","2008","2008",206698.175,,
"5000","5000 Taxes on goods and services","NES","Total","2009","2009",228900.939,,
"5000","5000 Taxes on goods and services","NES","Total","2010","2010",252825.917,,
"5000","5000 Taxes on goods and services","NES","Total","2011","2011",306339.07,,
"5000","5000 Taxes on goods and services","NES","Total","2012","2012",356062.327,,
"5000","5000 Taxes on goods and services","NES","Total","2013","2013",398909.593,,
"5000","5000 Taxes on goods and services","NES","Total","2014","2014",487177.814,,
"5000","5000 Taxes on goods and services","NES","Total","2015","2015",557237.598,,
"5000","5000 Taxes on goods and services","NES","Total","2016","2016",609709.356,,
"5000","5000 Taxes on goods and services","NES","Total","2017","2017",683780.382,,
"5000","5000 Taxes on goods and services","NES","Total","2018","2018",751630.927,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","1996","1996",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","1997","1997",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","1998","1998",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","1999","1999",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2000","2000",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2001","2001",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2002","2002",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2003","2003",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2004","2004",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2005","2005",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2006","2006",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2007","2007",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2008","2008",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2009","2009",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2010","2010",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2011","2011",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2012","2012",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2013","2013",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2014","2014",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2015","2015",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2016","2016",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2017","2017",0,,
"2120","2120 On an income tax basis of employees SSC","NES","Total","2018","2018",0,,
"1210","1210 On profits of corporates","FED","Federal or Central government","1996","1996",6137.112,,
"1210","1210 On profits of corporates","FED","Federal or Central government","1997","1997",9892.593,,
"1210","1210 On profits of corporates","FED","Federal or Central government","1998","1998",14044.243,,
"1210","1210 On profits of corporates","FED","Federal or Central government","1999","1999",11059.428,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2000","2000",11321.53,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2001","2001",16025.163,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2002","2002",19295.357,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2003","2003",18976.155,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2004","2004",16754.557,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2005","2005",25323.566,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2006","2006",28921.261,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2007","2007",37952.559,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2008","2008",59624.36,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2009","2009",53623.438,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2010","2010",57529.759,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2011","2011",71261.529,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2012","2012",88653.178,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2013","2013",125110.857,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2014","2014",129615.139,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2015","2015",155122.892,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2016","2016",176538.134,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2017","2017",210107.712,,
"1210","1210 On profits of corporates","FED","Federal or Central government","2018","2018",253164.932,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1996","1996",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1997","1997",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1998","1998",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1999","1999",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2000","2000",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2001","2001",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2002","2002",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2003","2003",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2004","2004",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2005","2005",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2006","2006",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2007","2007",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2008","2008",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2009","2009",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2010","2010",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2011","2011",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2012","2012",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2013","2013",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2014","2014",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2015","2015",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2016","2016",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2017","2017",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2018","2018",0,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","1996","1996",314.112,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","1997","1997",397.536,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","1998","1998",483.092,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","1999","1999",626.02,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2000","2000",636.41,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2001","2001",623.982,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2002","2002",705.638,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2003","2003",1047.514,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2004","2004",744.386,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2005","2005",816.001,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2006","2006",933.08,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2007","2007",1005.098,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2008","2008",1083.749,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2009","2009",1116.261,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2010","2010",2612.15,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2011","2011",2208.244,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2012","2012",3205.367,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2013","2013",1825.327,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2014","2014",1442.409,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2015","2015",7960.943,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2016","2016",8058.104,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2017","2017",6897.467,,
"5210","5210 Recurrent taxes on use of goods and perform activities","FED","Federal or Central government","2018","2018",7334.974,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1996","1996",59.995,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1997","1997",48.118,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1998","1998",116.592,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1999","1999",140.602,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2000","2000",129.628,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2001","2001",148.209,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2002","2002",217.636,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2003","2003",11.836,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2004","2004",41.326,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2005","2005",41.95,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2006","2006",26.119,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2007","2007",26.845,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2008","2008",24.483,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2009","2009",77.721,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2010","2010",96.421,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2011","2011",69.368,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2012","2012",27.829,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2013","2013",18.012,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2014","2014",19.216,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2015","2015",631.845,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2016","2016",779.031,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2017","2017",1155.582,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2018","2018",1292.551,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","1996","1996",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","1997","1997",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","1998","1998",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","1999","1999",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2000","2000",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2001","2001",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2002","2002",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2003","2003",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2004","2004",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2005","2005",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2006","2006",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2007","2007",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2008","2008",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2009","2009",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2010","2010",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2011","2011",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2012","2012",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2013","2013",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2014","2014",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2015","2015",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2016","2016",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2017","2017",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","NES","Total","2018","2018",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","1996","1996",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","1997","1997",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","1998","1998",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","1999","1999",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2000","2000",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2001","2001",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2002","2002",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2003","2003",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2004","2004",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2005","2005",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2006","2006",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2007","2007",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2008","2008",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2009","2009",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2010","2010",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2011","2011",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2012","2012",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2013","2013",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2014","2014",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2015","2015",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2016","2016",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2017","2017",0,,
"5125","5125 Taxes on investment goods","FED","Federal or Central government","2018","2018",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","1996","1996",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","1997","1997",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","1998","1998",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","1999","1999",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2000","2000",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2001","2001",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2002","2002",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2003","2003",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2004","2004",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2005","2005",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2006","2006",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2007","2007",0,,
